model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,median_shed_fraction,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,full_plan_success,p05_completed_sessions,median_completed_sessions,p95_completed_sessions,mean_network_utilization,mean_migration_compute_utilization,mean_serving_utilization,mean_prefill_contention_session_s,mean_prefill_peak_ready_sessions,mean_prefill_ready_at_deadline,mean_prefill_network_blocked_at_deadline,mean_prefill_remaining_gpu_s,mean_planned_shed_mw,mean_kv_utilization,action_counts_mean,action_shed_mw_mean,mean_not_completed,network_budget_gbps_median
gpt-oss-20b,coding,8,reference,10,greedy,0.8,4000,20,complete,3.3906292010967406e-06,0.10292883553521155,0.26461459334232523,0.008634443413126585,3.4091332929772903e-06,0.2646410287972291,0.0011784649331514302,0.0,2.950000000000017,22030.5,44694.85,"[0.44021338084545175, 0.357788978910202, 0.37504234285855653]","[4.527797017167419e-06, 0.03854610792153334]","[0.9999948509226133, 0.9574365353811102]","[458633.73871276446, 1072011.6037935535]","[63712.8, 147136.2425]","[63712.8, 132938.7]","[0.0, 0.0]","[46421.28088556191, 169343.18629455834]",10.171574157242995,"[0.04116948966381053, 0.05097912545096968]","[0.05, 1.95, 16427.4, 1.7]","[1.3306820209769594e-06, 3.0760301130249148e-06, 0.10743087828690114, 3.162261246326928e-06]",516896.9,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,10,greedy,1.0,4000,20,complete,2.035592519004131,3.7522061237867352,6.412729854311256,0.31302307595493156,2.0467098022248016,6.413030724091082,0.04725960574817611,0.0,80252.95000000001,151938.5,222781.0,"[0.5995969620322003, 0.357788978910202, 0.40877937489588173]","[0.05496676174012529, 0.2000784393924536]","[0.9156335510057991, 0.7659492283048885]","[221722.73949800478, 421465.3938997167]","[53125.11325000001, 102388.33249999999]","[34889.4, 39608.590500000006]","[0.0, 0.0]","[19599.580706670793, 22647.975275849167]",10.171574157242995,"[0.04280574577277198, 0.05097912545096968]","[42819.65, 2.0, 109757.5095, 1.7]","[2.120628989889757, 3.4314466590844156e-06, 2.0126833558330857, 3.162261246326928e-06]",380747.14050000004,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,10,greedy,1.2,4000,20,complete,6.01461338937154,10.21485246222299,11.273666246961897,0.8539494439004127,6.077150550423454,11.273638799380146,0.11655059002307988,0.9,146042.85000000033,222419.0,290564.75,"[0.5995969620322003, 0.357788978910202, 0.40877937489588173]","[0.06551533169087267, 0.19504228502437787]","[0.7630279591714997, 0.6382910235874071]","[33530.611472641634, 137164.77371217794]","[38862.35, 83567.86824999998]","[3186.2, 0.0]","[0.0, 0.0]","[3193.3173819151148, 9.479358807238866e-14]",10.171574157242995,"[0.04280574577277198, 0.05097912545096968]","[74522.85, 2.0, 149366.1, 1.7]","[5.907132852459676, 3.4314466590844156e-06, 3.970021840324532, 3.162261246326928e-06]",309435.35,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,10,kv_only,0.8,4000,20,complete,0.0014479704249607144,0.00723273625524713,0.01849394449649564,0.0006027257190107883,0.0052189604137628616,0.015208010263069881,0.00901228593943388,0.32599999999999996,11.0,51.0,246.0,"[0.985665856637746, 0.9928669802468573, 0.9911211971609797]","[0.0, 0.0]","[0.6252104835548259, 0.6258190579136281]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.012291457721305056,"[0.037555240649346976, 0.0375576993825369]","[0.0, 19.267, 0.0, 70.69550000000001]","[0.0, 0.0016808828550899998, 0.0, 0.0064802291825499835]",533238.0375000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,10,kv_only,1.0,4000,20,complete,0.0014479704249607144,0.00723273625524713,0.01849394449649564,0.0006027257190107883,0.0052189604137628616,0.015208010263069881,0.00901228593943388,0.32599999999999996,11.0,51.0,246.0,"[0.985665856637746, 0.9928669802468573, 0.9911211971609797]","[0.0, 0.0]","[0.500168386843861, 0.5006552463309021]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.012291457721305056,"[0.037555240649346976, 0.0375576993825369]","[0.0, 19.267, 0.0, 70.69550000000001]","[0.0, 0.0016808828550899998, 0.0, 0.0064802291825499835]",533238.0375000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,10,kv_only,1.2,4000,20,complete,0.0014479704249607144,0.00723273625524713,0.01849394449649564,0.0006027257190107883,0.0052189604137628616,0.015208010263069881,0.00901228593943388,0.32599999999999996,11.0,51.0,246.0,"[0.985665856637746, 0.9928669802468573, 0.9911211971609797]","[0.0, 0.0]","[0.41680698903655067, 0.41721270527575216]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.012291457721305056,"[0.037555240649346976, 0.0375576993825369]","[0.0, 19.267, 0.0, 70.69550000000001]","[0.0, 0.0016808828550899998, 0.0, 0.0064802291825499835]",533238.0375000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,10,replay_only,0.8,4000,20,complete,0.0,0.10291735248734316,0.26460991637699266,0.008633482163842873,0.0,0.264636352830218,0.0011783337378307042,0.0,0.0,22026.0,44689.799999999996,"[0.32661210173660826, 0.32649347121312866, 0.3263366782629017]","[4.751525774703175e-06, 0.038546406323124546]","[0.999994593362695, 0.9574362706091394]","[458639.1242260734, 1072017.2207796557]","[63712.8, 147136.2425]","[63712.8, 132938.7]","[0.0, 0.0]","[46421.13173454835, 169342.98736215362]",10.171567565855915,"[0.041169389327568987, 0.050979022361493355]","[0.05, 0.0, 16427.4, 0.0]","[1.3306820209769594e-06, 0.0, 0.10743087828690114, 0.0]",516900.55,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,10,replay_only,1.0,4000,20,complete,2.035588979326755,3.7522027061767047,6.412717498271738,0.31302279132039446,2.0467062441297954,6.413018372512026,0.04725957747903303,0.0,80249.0,151933.0,222779.0,"[0.47453875601162443, 0.32649347121312866, 0.3576546553387217]","[0.05496800325818115, 0.20007930963722648]","[0.9156333211438616, 0.7659490164873106]","[221729.8198801956, 421470.1342090449]","[53125.11325000001, 102388.33249999999]","[34889.4, 39608.590500000006]","[0.0, 0.0]","[19598.75303624366, 22647.395118468885]",10.171567565855915,"[0.04280563518295729, 0.050979022361493355]","[42819.65, 0.0, 109757.5095, 0.0]","[2.120628989889757, 0.0, 2.0126833558330857, 0.0]",380750.84050000005,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,10,replay_only,1.2,4000,20,complete,6.014605279354787,10.214845617535074,11.273658629834431,0.8539490639089581,6.077142355425451,11.27363118438231,0.11655053816025797,0.9,146038.90000000034,222416.5,290559.89999999997,"[0.47453875601162443, 0.32649347121312866, 0.3576546553387217]","[0.06551612899707487, 0.19504228502437787]","[0.7630277676198864, 0.6382908470727591]","[33531.52656752178, 137167.9254452334]","[38862.35, 83567.86824999998]","[3186.2, 0.0]","[0.0, 0.0]","[3192.785849762354, 7.701738899412725e-14]",10.171567565855915,"[0.04280563518295729, 0.050979022361493355]","[74522.85, 0.0, 149366.1, 0.0]","[5.907132852459676, 0.0, 3.970021840324532, 0.0]",309439.05,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,10,isolated_fastest,0.8,4000,20,complete,0.0014479704249607144,0.00723273625524713,0.01849394449649564,0.0006027257190107883,0.0052189604137628616,0.015208010263069881,0.00901228593943388,0.32599999999999996,11.0,51.0,246.0,"[0.985665856637746, 0.9928669802468573, 0.9911211971609797]","[0.0, 0.0]","[0.6252104835548259, 0.6258190579136281]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.012291457721305056,"[0.037555240649346976, 0.0375576993825369]","[0.0, 19.267, 0.0, 70.69550000000001]","[0.0, 0.0016808828550899998, 0.0, 0.0064802291825499835]",533238.0375000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,10,isolated_fastest,1.0,4000,20,complete,0.0014479704249607144,0.00723273625524713,0.01849394449649564,0.0006027257190107883,0.0052189604137628616,0.015208010263069881,0.00901228593943388,0.32599999999999996,11.0,51.0,246.0,"[0.985665856637746, 0.9928669802468573, 0.9911211971609797]","[0.0, 0.0]","[0.500168386843861, 0.5006552463309021]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.012291457721305056,"[0.037555240649346976, 0.0375576993825369]","[0.0, 19.267, 0.0, 70.69550000000001]","[0.0, 0.0016808828550899998, 0.0, 0.0064802291825499835]",533238.0375000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,10,isolated_fastest,1.2,4000,20,complete,0.0014479704249607144,0.00723273625524713,0.01849394449649564,0.0006027257190107883,0.0052189604137628616,0.015208010263069881,0.00901228593943388,0.32599999999999996,11.0,51.0,246.0,"[0.985665856637746, 0.9928669802468573, 0.9911211971609797]","[0.0, 0.0]","[0.41680698903655067, 0.41721270527575216]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.012291457721305056,"[0.037555240649346976, 0.0375576993825369]","[0.0, 19.267, 0.0, 70.69550000000001]","[0.0, 0.0016808828550899998, 0.0, 0.0064802291825499835]",533238.0375000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,queue_haul,0.8,4000,20,complete,0.0,1.3199103510897385e-06,5.1708419707847544e-05,1.1056667722315928e-07,0.0,5.170888053055357e-05,1.5090602329326464e-08,0.0,0.0,1.0,3.0999999999994543,"[0.36662279654684493, 0.09496563400053434, 0.15244460198172732]","[4.242848286817321e-07, 5.20636115440198e-07]","[0.9999995305650764, 0.9999994631644231]","[3602969.1624248163, 3683545.52250049]","[157964.45, 132683.2]","[157964.45, 132683.2]","[0.0, 0.0]","[160537.94403694142, 142154.88282127262]",11.526406748129443,"[0.04906625314151129, 0.04813354440618919]","[0.0, 0.55, 0.0, 0.75]","[0.0, 3.2895315413685326e-06, 0.0, 3.2838482472971294e-06]",533326.7,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,queue_haul,1.0,4000,20,complete,4.19573032785325,8.27046858575699,11.166219065623238,0.6928344646623618,4.239417709279589,11.0583091507045,0.09559601828965311,0.0,202545.30000000005,288934.0,349302.7499999918,"[0.9759186416034293, 0.9916531913877428, 0.988072457745768]","[0.07836449096988551, 0.10378524032501868]","[0.882485519728146, 0.8898826727862105]","[1175928.5542216063, 2420901.7823979515]","[98570.45, 150116.9]","[60031.23125, 30960.14375]","[0.0, 0.0]","[78298.94936259501, 12663.576086113993]",11.526406748129443,"[0.056640479732689264, 0.05591354144747747]","[141175.96875, 4.3847499999999995, 147869.30625, 27.368000000000002]","[3.452757027476213, 7.327003933019509e-05, 4.907836071633642, 0.0005308481175800349]",244250.97225000002,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,queue_haul,1.2,4000,20,complete,10.595439407576686,11.609641830123701,11.852030653166308,0.9720122933128044,10.928969350043596,11.855307419497226,0.13396715415503643,0.4085,286885.40000000014,384205.0,437453.4499999961,"[0.9759186416034293, 0.9916531913877428, 0.988072457745768]","[0.09696933141777607, 0.09176424307215775]","[0.7354045997734551, 0.7415688939885099]","[288465.42439651774, 564177.7285374814]","[68473.53, 112257.32474999999]","[3939.5714999999996, 0.0]","[0.0, 0.0]","[1918.5798948650531, 1.798245346032456e-13]",11.526406748129443,"[0.056640479732689264, 0.05591354144747747]","[197267.62850000002, 4.3847499999999995, 178829.45, 27.368000000000002]","[5.555051883903151, 7.327003933019509e-05, 5.819276313461822, 0.0005308481175800349]",157199.16874999998,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,greedy,0.8,4000,20,complete,7.620859017178942e-07,5.836854332558045e-06,1.29233849380568e-05,4.889675862989591e-07,7.704009987614575e-07,2.0784387994330776e-05,6.673634029785891e-08,0.0,0.950000000000017,3.0,5.0,"[0.16916994948621347, 0.25615376722822203, 0.2375527419715877]","[4.550447245686757e-06, 0.0010184342488102527]","[0.9999952593568849, 0.9989266619872617]","[1871706.3926411471, 7048078.323675794]","[69380.3055, 279790.5]","[69380.3055, 279790.5]","[0.0, 0.0]","[47908.09305369754, 446898.3053143507]",11.525925474379713,"[0.04137367103196747, 0.06684307335469583]","[0.1445, 1.35, 0.0, 1.55]","[5.417474311452951e-06, 2.0420630529548926e-06, 0.0, 3.1751208944103803e-06]",533324.9554999999,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,greedy,1.0,4000,20,complete,3.507282368380509,6.361783219140207,10.122976147111997,0.5330570870810958,3.545680574203013,10.128101501896483,0.08469877086336539,0.0,210107.75000000017,281738.0,357245.8499999916,"[0.2548307203858037, 0.27299104262985774, 0.26895552989580557]","[0.03233984796433945, 0.1740686634683542]","[0.9630767932665811, 0.8092591497753849]","[1199105.290857046, 2995447.926154925]","[71215.554, 185046.25824999998]","[24549.0275, 61998.19325]","[0.0, 0.0]","[9166.574974745197, 33343.998968598746]",11.525925474379713,"[0.044216788843897216, 0.06828466669319436]","[66218.6725, 1.35, 224667.40675000002, 1.8]","[3.37882606018318, 2.0420630529548926e-06, 3.119668305092329, 3.794105088554931e-06]",242438.77075,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,greedy,1.2,4000,20,complete,11.1364267748749,11.609969787906044,11.852089494546023,0.972036680822509,11.229052706513103,11.855474261348412,0.1326676297796741,1.0,332740.5500000004,376923.0,437391.2499999961,"[0.25483072038580373, 0.2729910426298576, 0.26895552989580557]","[0.030769317737537733, 0.15895069139526308]","[0.8025639943888192, 0.67438262481282]","[83281.04256468615, 1016235.4608187474]","[44542.45, 144012.72725]","[0.0, 0.0]","[0.0, 0.0]","[1.4617926400589676e-13, 2.7486620965411217e-13]",11.525925474379713,"[0.044216788843897216, 0.06828466669319436]","[90767.7, 1.35, 286665.6, 1.8]","[6.912679882712474, 2.0420630529548926e-06, 4.61653297867872, 3.794105088554931e-06]",155891.55,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,kv_only,0.8,4000,20,complete,0.004384132675575496,0.02178231035010473,0.05548183348948692,0.0018151855956255137,0.01568321045323382,0.045635535852642864,0.02703821520844038,0.32599999999999996,33.0,153.0,740.0,"[0.9886353515579593, 0.9943971740578794, 0.9929810748361598]","[0.0, 0.0]","[0.6256409936426, 0.6274639396899527]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0370690816775512,"[0.03755698002152214, 0.037564367475665064]","[0.0, 56.91925, 0.0, 212.40825]","[0.0, 0.0051061597158478566, 0.0, 0.01948887872082355]",533058.6725000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,kv_only,1.0,4000,20,complete,0.004384132675575496,0.02178231035010473,0.05548183348948692,0.0018151855956255137,0.01568321045323382,0.045635535852642864,0.02703821520844038,0.32599999999999996,33.0,153.0,740.0,"[0.9886353515579593, 0.9943971740578794, 0.9929810748361598]","[0.0, 0.0]","[0.5005127949140803, 0.5019711517519618]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0370690816775512,"[0.03755698002152214, 0.037564367475665064]","[0.0, 56.91925, 0.0, 212.40825]","[0.0, 0.0051061597158478566, 0.0, 0.01948887872082355]",533058.6725000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,kv_only,1.2,4000,20,complete,0.004384132675575496,0.02178231035010473,0.05548183348948692,0.0018151855956255137,0.01568321045323382,0.045635535852642864,0.02703821520844038,0.32599999999999996,33.0,153.0,740.0,"[0.9886353515579593, 0.9943971740578794, 0.9929810748361598]","[0.0, 0.0]","[0.41709399576173345, 0.4183092931266345]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0370690816775512,"[0.03755698002152214, 0.037564367475665064]","[0.0, 56.91925, 0.0, 212.40825]","[0.0, 0.0051061597158478566, 0.0, 0.01948887872082355]",533058.6725000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,replay_only,0.8,4000,20,complete,0.0,0.0,1.2049973901473716e-05,0.0,0.0,1.2052591501241929e-05,0.0,0.0,0.0,0.0,1.0999999999994543,"[0.11501368056888558, 0.23745691884923628, 0.21135765932241052]","[4.713687374282844e-06, 0.0010186061774502236]","[0.9999950883742255, 0.9989264822431814]","[1871708.2657649876, 7048090.734363593]","[69380.3055, 279790.6]","[69380.25, 279790.6]","[0.0, 0.0]","[47907.76657670517, 446898.36470010516]",11.525919640011852,"[0.04137352610455143, 0.06684290820707388]","[0.2, 0.0, 0.0, 0.0]","[8.479613265841939e-06, 0.0, 0.0, 0.0]",533327.8,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,replay_only,1.0,4000,20,complete,3.507275990192387,6.36177729585409,10.122971036484133,0.533056591757564,3.54567412645758,10.128096393862476,0.08469870527947834,0.0,210104.85000000018,281736.0,357239.9499999916,"[0.20067445146847573, 0.24914325513981989, 0.23870433282976672]","[0.03234005591235922, 0.17406905110048304]","[0.9630766564804552, 0.8092588956087845]","[1199109.1472953933, 2995459.679314058]","[71215.554, 185046.25824999998]","[24549.0275, 61998.19325]","[0.0, 0.0]","[9166.15908286464, 33343.22371209364]",11.525919640011852,"[0.04421664391648124, 0.06828442920752205]","[66218.6725, 0.0, 224667.40675000002, 0.0]","[3.37882606018318, 0.0, 3.119668305092329, 0.0]",242441.92075,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,replay_only,1.2,4000,20,complete,11.136422651144164,11.609963067282193,11.852083040217385,0.9720364197590361,11.229049386025583,11.855467609690459,0.13266759414864052,1.0,332739.4500000004,376919.5,437387.1499999961,"[0.20067445146847573, 0.24914325513981989, 0.23870433282976666]","[0.030769317737537737, 0.15895069139526308]","[0.8025638804003787, 0.6743824130073193]","[83282.03887038093, 1016241.4974099569]","[44542.45, 144012.72725]","[0.0, 0.0]","[0.0, 0.0]","[1.9596177024822083e-13, 2.3882429974614314e-13]",11.525919640011852,"[0.04421664391648124, 0.06828442920752205]","[90767.7, 0.0, 286665.6, 0.0]","[6.912679882712474, 0.0, 4.61653297867872, 0.0]",155894.7,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,isolated_fastest,0.8,4000,20,complete,0.004384132675575496,0.02178231035010473,0.05548183348948692,0.0018151855956255137,0.01568321045323382,0.045635535852642864,0.02703821520844038,0.32599999999999996,33.0,153.0,740.0,"[0.9886353515579593, 0.9943971740578794, 0.9929810748361598]","[0.0, 0.0]","[0.6256409936426, 0.6274639396899527]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0370690816775512,"[0.03755698002152214, 0.037564367475665064]","[0.0, 56.91925, 0.0, 212.40825]","[0.0, 0.0051061597158478566, 0.0, 0.01948887872082355]",533058.6725000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,isolated_fastest,1.0,4000,20,complete,0.004384132675575496,0.02178231035010473,0.05548183348948692,0.0018151855956255137,0.01568321045323382,0.045635535852642864,0.02703821520844038,0.32599999999999996,33.0,153.0,740.0,"[0.9886353515579593, 0.9943971740578794, 0.9929810748361598]","[0.0, 0.0]","[0.5005127949140803, 0.5019711517519618]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0370690816775512,"[0.03755698002152214, 0.037564367475665064]","[0.0, 56.91925, 0.0, 212.40825]","[0.0, 0.0051061597158478566, 0.0, 0.01948887872082355]",533058.6725000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,8,reference,30,isolated_fastest,1.2,4000,20,complete,0.004384132675575496,0.02178231035010473,0.05548183348948692,0.0018151855956255137,0.01568321045323382,0.045635535852642864,0.02703821520844038,0.32599999999999996,33.0,153.0,740.0,"[0.9886353515579593, 0.9943971740578794, 0.9929810748361598]","[0.0, 0.0]","[0.41709399576173345, 0.4183092931266345]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0370690816775512,"[0.03755698002152214, 0.037564367475665064]","[0.0, 56.91925, 0.0, 212.40825]","[0.0, 0.0051061597158478566, 0.0, 0.01948887872082355]",533058.6725000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
